Workshopname,Kategorie,Datum,Land,Location,Studio Name,URL_E,Art,Level,Beschreibung,Trainer,Uhrzeit
Drills to Handstand,Workout,"Samstag, 11. Mai 2024",,"Ahsener Straße 130, 45711 Datteln",körpernah,https://www.eversports.de/e/workshop/Js7a_FB,Workshop,,"Es geht kopfüber! Aber ganz kontrolliert und jede*r im eigenen Tempo. Kiki vermittelt euch die nötigen Skills. Dazu zählen nicht nur Armkraft und Bauchmuckis, sondern vor allem Mut es einfach zu machen. Klar kümmern wir uns vorher um die optimale Armausrichtung, bevor es an die verschiedensten Eingänge und Hilfsmittel geht. Der Workshop ist für Beginner gedacht, aber auch als leicht Fortgeschrittene könnt ihr bestimmt noch etwas vertiefen, oder neue Ideen mitnehmen.",,10:30 - 12:15
SisersStretching-Let's get flexy together,Stretching,"Beginnt am Samstag, 22. Juni 2024",,"Nur ""Head&Forearmstand"" So. 23.06.2024, 10:30 - 12:00",körpernah,https://www.eversports.de/e/workshop/H_ElTJN,Workshop,,"Stefanie Iser: ""2014 hat mir Poledance neue Türen geöffnet. Ich als total unflexible, unsportliche Sofaliebhaberin wollte in Bewegung kommen und eine Sportart ausprobieren, die auch Spaß machen kann. Daraus entstand nicht nur eine wunderbare Reise sondern auch ein komplett neuer Lebensstil. Zu Beginn war ich verzweifelt, habe mich oft verletzt und dachte, dass Spagate & Co sowieso nie möglich sind. Doch daraus entstand so viel mehr! Als ich 2016 meine flexy Reise dann bewusst und gezielt gestartet habe, folgte ein Spagat-Erfolg nach dem anderen. Ich sagte mir selbst: Egal wie lange es dauert IRGENDWANN klappt es und dieses Motto lebe ich bis heute. Es folgten einige Ausbildungen, meine ersten Jobs als Trainerin und wie durch Zufall entstand Sisers Stretching, das erste deutsche Online Stretchingprogramm, wo ich heute Tausende Menschen in Bewegung bringe, motiviere und mental unterstütze. Ich werde dir keine Wunderpille geben und dir auch nicht versprechen, dass du in 8 Wochen im Spagat sitzt oder nach den Workshops die besten Übungen kennst, allerdings kann ich dir sagen, dass ich dich in Bewegung bringen werde, du dich selbst besser kennenlernen wirst und ein einzigartiges flexy Erlebnis bekommst. Ich bin Stefanie Iser von Sisers Stretching, 30 Jahre jung und freue mich auf dich im körpernah Studio LET’S GET FLEXY #together"" WORKSHOP`S: Samstag: 10:30 - 12:30 Uhr All about Splits 120 Min. —Workshop Preis 60€ 13:00 - 14:30 Uhr All about Backbends 90 Min. — Workshop Preis 55€ Mittagspause + Meet & Greet 16:00 - 17:30 Uhr The steps to Needle - 90 Min Needlescale — Workshop Preis 60€ Anschließend: Meditation, Sit together und Abschlussfotos — GRATIS   Sonntag: 10:30-12:00 Head & Forearmstand (Fortgeschritten) 90 Min — Workshop Preis 55€ 12:30 - 14:15 Backbend Acrobatics (Fokus: Brücken) 105 Min — Workshop Preis 60€ 14:30 - 15:30 Meet & Greet, Abschlussfotos, Sit together — GRATIS   Kombiticket Samstag: 3 Workshops für 169€ Kombiticket Sonntag: 2 Workshops für 109€ ALL IN TICKET: alle 5 Workshops für 275€",,"Ahsener Straße 130, 45711 Datteln"
Walk-In Pole,Poledance,"Montag, 11. März 2024",,Walk-In,InfinityArts,https://www.eversports.de/e/workshop/knYuKFv,Workshop,,"Pole Dance ist eine kreative und anspruchsvolle Tanzform, bei der man an einer vertikalen Stange verschiedene akrobatische Bewegungen ausführt. Es ist eine großartige Möglichkeit, neue Leute kennenzulernen und in die Welt des Pole Dance hineinzuschnuppern. Die ersten Schritte können herausfordernd sein, aber mit der Zeit und Übung wirst du dich verbessern und deine Leidenschaft für diese Kunst- & Sportart entdecken. Es ist auch eine fantastische Möglichkeit, deinen Körper auf eine neue Art und Weise zu entdecken und Spaß dabei zu haben. Die ersten Schritte an und mit der Pole und lege die Grundlage für eine großartige Zukunft in unserer Pole-Family. Wir freuen uns auf DICH!",,19:00 - 20:00
Walk-In Pole,Poledance,"Donnerstag, 28. März 2024",,Walk-In,InfinityArts,https://www.eversports.de/e/workshop/wsoYgNl,Workshop,,"Pole Dance ist eine kreative und anspruchsvolle Tanzform, bei der man an einer vertikalen Stange verschiedene akrobatische Bewegungen ausführt. Es ist eine großartige Möglichkeit, neue Leute kennenzulernen und in die Welt des Pole Dance hineinzuschnuppern. Die ersten Schritte können herausfordernd sein, aber mit der Zeit und Übung wirst du dich verbessern und deine Leidenschaft für diese Kunst- & Sportart entdecken. Es ist auch eine fantastische Möglichkeit, deinen Körper auf eine neue Art und Weise zu entdecken und Spaß dabei zu haben. Die ersten Schritte an und mit der Pole und lege die Grundlage für eine großartige Zukunft in unserer Pole-Family. Wir freuen uns auf DICH!",,20:15 - 21:15
BENDY GIO,Poledance,"Beginnt am Samstag, 16. März 2024",,"SIGNATURE SPINS Ticket für Sa. 16.03.2024, 14:30 - 15:45",Pole Faction - Rhein-Neckar,https://www.eversports.de/e/workshop/VtQCbbh,Workshop,,"13:00 - 14:15 Uhr: BASICS HEELS TECHNIK Bereitet euch vor auf einen Workshop voller Eleganz und Style – ""BASICS HEELS TECHNIK""! Erlernt coole, dynamische Tricks und kombiniert sie zu einer kleinen, fließenden Choreografie. Dabei fokussieren wir uns auf Technik und Fluss, um saubere und wunderschöne Linien beizubehalten. Dieser Workshop ist eure Chance, euch in der Welt der High Heels zu entfalten und dabei Stil und Technik zu perfektionieren! Für alle Level geeignet 14:30 - 15:45 Uhr: SIGNATURE SPINS In diesem Kurs gibt es Einblicke in einige von BendyGios liebsten Spins und Spinkombinationen, inklusive einiger einzigartiger Tricks. Spinning war ihre erste Liebe, und nach diesem Workshop werdet auch ihr es auch lieben! Erlangt die richtige Technik, um schwindelfrei zu bleiben und die Kontrolle im Drehmodus zu behalten. Außerdem arbeiten wir an sanften Übergängen und wunderschönen Linien, um eine beeindruckende Combo zu formen. Lasst uns gemeinsam in die Welt der Spins eintauchen und zusammen tanzen! Vorraussetzungen für den Workshop: Leghang, Climb, Invert",,"Heddesheimer Straße 39, 69493 Hirschberg an der Bergstraße"
Suen Lee - Workshops,Poledance,"Beginnt am Samstag, 27. April 2024",,"Exotic Sexy Choreo - Sa. 27.04.2024, 13:30 - 14:50",Pole Faction - Rhein-Neckar,https://www.eversports.de/e/workshop/Pi9Ivxi,Workshop,,"Fly with Suen - 12:00 -13:20 Uhr Sie ist eine wahre Künstlerin des Fliegens! Bereitet euch darauf vor, abzuheben und neue Höhen zu erklimmen. In diesem aufregenden Kurs werdet ihr in die Welt der dynamischen und schwungvollen Spins an der Static Pole eingeführt. Suen wird euch mit ihrer einzigartigen Expertise und Leidenschaft für Pole Dance inspirieren, während sie euch durch eine Reihe von Techniken führt, die euch ermöglichen, euch elegant und kraftvoll um die Pole zu drehen. Ihr werdet lernen, eure Körperbeherrschung zu verbessern und euren Tanz mit Leichtigkeit und Anmut zu bereichern. Heels sind optional -> All Level Exotik Sexy Choreo - 13:30 - 14:50 Uhr Der Name sagt bereits alles! In diesem Kurs taucht ihr in die verführerische Welt der Heels eintauchen. Ihr lernt eine Choreografie im klassischen Suen-Stil, die eure Sinne betört und euer Selbstbewusstsein stärkt. Suen arbeitet mit euch an der Perfektionierung von flowigen Bewegungen, die nahtlos mit scharfen Akzenten verschmelzen, um eine Choreografie zu kreieren, die nicht nur wunderschön anzusehen ist, sondern auch eure Leidenschaft für den Tanz zum Ausdruck bringt. -> All Level ﻿ Spinning Pole - 15:00-16:20 Uhr In diesem Workshop wirst du in die faszinierende Welt der Spinning Pole eingeführt und lernst, wie du mühelos einfache, dennoch atemberaubende Figuren beherrschst und dabei coole Tricks integrierst. Suen wird eine breite Palette an unterschiedlichen Moves präsentieren und dir dabei helfen, die Techniken Schritt für Schritt zu meistern. Ihr Ansatz ist so gestaltet, dass selbst Teilnehmer auf dem 'Low Intermediate'-Niveau von Anfang an mitmachen können. Tauche ein und erlebe, wie du deine Pole-Dance-Fähigkeiten auf ein neues Level bringst! No Heels -> Ab Level 2 (Vorraussetzung: Climb)",,"Heddesheimer Straße 39, 69493 Hirschberg an der Bergstraße"
Kinderzirkus | Luftakrobatik für Kinder 49€ p.P. (3h),Kinderangebot,"Mittwoch, 27. März 2024",,"Pfefferackerstraße 2a, 45894 Gelsenkirchen",aerialflow,https://www.eversports.de/e/workshop/OQN28ZD,Workshop,,"Zu Ostern möchten wir den kleinen großen Akrobaten etwas ganz Besonderes anbieten. In unserem Kinderzirkus können Kinder zwischen 7 und 11 Jahren an all unseren Luftakrobatik-Geräten turnen. Wir beginnen mit spielerischen Aufwärmübungen und lernen uns erst einmal kennen. Anschließend lauscht ihr den wichtigen Regeln des sicheren Umgangs, denn nur wer die Sicherheitsauszeichnung bekommt, darf auch an allen Geräten mit turnen. Wir erklären euch tolle akrobatische Figuren an der Stange, dem Luftring und auch dem Tuch. In einer Mini-Show dürft ihr zum Schluss euren Eltern präsentieren, was ihr alles gelernt habt. Tobt euch aus und erlebt einen aufregenden Vormittag.",,11:00 - 14:00
Twerk Workshop,Poledance,"Sonntag, 28. April 2024",,16:00 - 17:30,A heart for poledance,https://www.eversports.de/e/workshop/jQOaOC3,Workshop,,,,16:00 - 17:30
Strip Workshop,Poledance,"Sonntag, 28. April 2024",,18:00 - 19:30,A heart for poledance,https://www.eversports.de/e/workshop/H4Qz_fT,Workshop,,Lerne in einer Choreografie dich sinnlich zu entblättern.,,18:00 - 19:30
Twerk Workshop,Poledance,"Sonntag, 2. Juni 2024",,"Ticket für So. 02.06.2024, 16:00 - 17:30",A heart for poledance,https://www.eversports.de/e/workshop/nOac6zt,Workshop,,,,16:00 - 17:30
Strip Workshop,Poledance,"Sonntag, 2. Juni 2024",,"Ticket für So. 02.06.2024, 18:00 - 19:30",A heart for poledance,https://www.eversports.de/e/workshop/yMiXoIi,Workshop,,Lerne in einer Choreografie dich sinnlich zu entblättern.,,18:00 - 19:30
Flying Pole Workshop,Poledance,"Sonntag, 7. April 2024",,"Raschigstraße 100, 67067 Ludwigshafen am Rhein",Pole and Move Ludwigshafen,https://www.eversports.de/e/workshop/Bq8SWzC,Workshop,,"Entdecke die Schwerelosigkeit - Schwebende Eleganz und Kraft! Hast du schon immer davon geträumt, die Kunst des Flying Pole zu beherrschen? Möchtest du lernen, wie man anmutig und kraftvoll an der Stange schwebt und atemberaubende Moves ausführt? Dann haben wir genau das Richtige für dich! Die Flying Pole ist eine frei schwebende Pole mit der du bei deinen Kombi's schwingen und dich drehen kannst. Beim Training werden die bekannten Figuren und Kombi's vom ""normalen"" Poledance Unterricht übernommen. Dennoch erreichst du beim Flying Pole ein ganz neues Level für dein Training. Denn abgesehen davon, dass der Spaßfaktor durch das freie Schwingen steigt, werden die Figuren auch ein wenig schwieriger. Du musst neben der Ausführung der Figuren nämlich auch das Schwingen und Drehen der Pole kontrollieren. Beim Flying Pole trainierst du alle Muskelgruppen und steigerst deine Körperspannung. Dieser Workshop kostet für Mitglieder einen Aufpreis von 6€. Bei diesem Workshops sind 2 Teilnehmer an einer Pole.",,18:30 - 19:40
Flying Pole mit Denys Zhygaltsov,Poledance,"Sonntag, 5. Mai 2024",,"Raschigstraße 100, 67067 Ludwigshafen am Rhein",Pole and Move Ludwigshafen,https://www.eversports.de/e/workshop/ePH29kU,Workshop,,"Hast du schon immer davon geträumt, die Kunst des Flying Pole zu beherrschen? Möchtest du lernen, wie man anmutig und kraftvoll an der Stange schwebt und atemberaubende Moves ausführt? Dann haben wir genau das Richtige für dich! Denys wird dir in diesem Workshop einige Tipps und Tricks geben, welche Kombinationen an der Flying Pole besonders schön sind. Außerdem hat er auch Tipps im Gepäck, wie du an deiner Griffkraft arbeiten und diese verbessern kannst. Dieser Workshop ist für alle Levels geeignet. Denys wird verschiedene Kombinationen für Beginner, Intermediate und Advanced unterrichten.",,12:30 - 14:00
Stretch & Strength mit Denys Zhygaltsov,Flexibles Training,"Sonntag, 5. Mai 2024",,"Raschigstraße 100, 67067 Ludwigshafen am Rhein",Pole and Move Ludwigshafen,https://www.eversports.de/e/workshop/fMcJ4cb,Workshop,,"In diesem Workshop zeigt Denys dir seine besten Übungen, um deine Flexibilität und deine Kraft zu verbessern.  Der Workshop ist in 2 Teile aufgeteilt - einen Stretching-Part und einen Kraft-Part. In beiden Teilen, wird dir Denys sein Wissen und seine besten Übungen aus seiner Sportakrobatik-Erfahrung beibringen. Also worauf wartest du noch? Get strong & flexible with Denys! Dieser Workshop ist für alle Levels geeignet.",,14:10 - 15:40
Flying Pole mit Denys Zhygaltsov,Poledance,"Sonntag, 5. Mai 2024",,"Raschigstraße 100, 67067 Ludwigshafen am Rhein",Pole and Move Ludwigshafen,https://www.eversports.de/e/workshop/ixC-WNj,Workshop,,"Hast du schon immer davon geträumt, die Kunst des Flying Pole zu beherrschen? Möchtest du lernen, wie man anmutig und kraftvoll an der Stange schwebt und atemberaubende Moves ausführt? Dann haben wir genau das Richtige für dich! Denys wird dir in diesem Workshop einige Tipps und Tricks geben, welche Kombinationen an der Flying Pole besonders schön sind. Außerdem hat er auch Tipps im Gepäck, wie du an deiner Griffkraft arbeiten und diese verbessern kannst. Dieser Workshop ist für alle Levels geeignet. Denys wird verschiedene Kombinationen für Beginner, Intermediate und Advanced unterrichten.",,16:00 - 17:30
Rock the Pole. A Trilogie.,Poledance,"Begann am Samstag, 9. März 2024",,5er Karte (Neukunden bitte vorher eine email an info@dabecca.de !),Da Becca Flow and Fit,https://www.eversports.de/e/workshop/0u01Mza,Workshop,,"Ihr zahlt einmalig für alle drei stunden zusammen da diese aufeinander aufbauen, falls ihr es zu einer stunde nicht schafft ist es schade aber nicht schlimm. *Rock the Pole -Trilogie* Dieser Kurs richtet sich an alle die Lust auf eine Rock choreo haben. Ob in Heels oder auf Socken ist hier egal, Hauptsache ihr fühlt euch wohl. An drei aufeinander folgenden Terminen erlernen wir eine Choreo an der static Pole.  Mindestens Level beginner.  Bringt gerne Lange Hose und Knieschoner mit.",,"Eickeler Markt 3A, 44651 Herne"
Lapdance. A Trilogie.,Tanzen,"Begann am Samstag, 9. März 2024",,5er Karte (Neukunden bitte vorher eine email an info@dabecca.de !),Da Becca Flow and Fit,https://www.eversports.de/e/workshop/DBxar8u,Workshop,,"Mit deiner Buchung hast du bereits alle drei Termine gebucht !  Diese Lap Dance Triologie ist genau der richtige Zeitpunkt deinen Partner auf eine ganz besondere Art zu Verführen, zu reizen und zu berühren. Tauche ein in die verführerische Welt des Lap Dances. Wir spielen mit dem Verlangen. Dem Verlangen nach mehr. Allerdings entscheiden heute nur wir! In dieser Workshop Triologie, erfährst du nicht nur wie du dich Sinnlich bewegst, sondern tauchen auch in die Thematik ein, wie du die Spannung zwischen dir und deinem Partner steigen lässt. Wir erlernen eine verführerische Choreo und ich zeige dir, wie du dich um und auf dem Stuhl bewegen kannst (selbst mit einem Partner darauf ;)) Kleine Floowork und akrobatische Elemente dürfen dabei nicht fehlen und lassen Deinen LapDance somit zu einem echten Erlebnis werden. Getanzt wird auf Heels, ist aber kein Muss. *only girls* Wir tanzen jeweils zu zweit und wechseln uns ab. Du brauchst keine Partnerin und kannst auch sehr gerne alleine kommen.",,"Eickeler Markt 3A, 44651 Herne"
Endless Spins mit lea,Poledance,"Samstag, 16. März 2024",,Einzelticket,Da Becca Flow and Fit,https://www.eversports.de/e/workshop/GlPG304,Workshop,,"Fließende Bewegungsabläufe , schöne Combos mit tollen Tricks an der Spinning Pole für fortg. beginner/Intermediate ( ihr solltet sicher klettern un dsitzen können )  mit der wunderbaren Lea ! Für Sekt und Selters ist gesorgt ! .",,14:00 - 15:30
"Heels ""What its worth"" mit Lea",Poledance,"Samstag, 16. März 2024",,Einzelticket,Da Becca Flow and Fit,https://www.eversports.de/e/workshop/wj20M8W,Workshop,,"Fließende Bewegungsabläufe verbinden sich mit viel Gefühl und Leidenschaft zu einer Choreographie, die viel Spielraum für individuellen Ausdruck lässt.  Bringt Knieschoner mit ! Für Sekt und Selters ist gesorgt ! Level ab Beginner",,16:00 - 17:30
Seductive Sunday  - Pole,Poledance,"Sonntag, 24. März 2024",,Einzelticket,Da Becca Flow and Fit,https://www.eversports.de/e/workshop/113IYbR,Workshop,,"Teasen, Fühlen , stark und weiblich sein . Anmutig und atemberaubend -das seid Ihr !!! Heute lassen wir alles andere aussen vor und sind einfach nur noch sinnlich und sexy ! Zieht euch an was euch sexy fühlen lässt . Ob lack, leder, dessous oder transparent -alles ist erlaub und vor allem Heels sind erwünscht ! Wir stoßen zuerst mit einem Glas sekt an (oder Selters ) und sind komplett unter uns in unserem Secret Room Da Becca .Dann gibt es ein lockeres Warm up circa 10-15 min und danach machen wir eine kleine einfache aber umso heissere Choreo . Dieser Workshop ist für 90 min angesetzt, an dem Tag bieten wir 2 seductive workshops an-beide aber absolut machbar .Filmen dürft ihr euch jederzeit. Gerne machen wir auch ein paar schöne Fotos von euch für private zwecke . Und keine Sorge von diesem Workshop wird es keine öffentlichen Videos geben ! Dieser Workshop findet mit Schuhen (Pleaser) oder auf socken statt Am besten auch knieschoner mitbringen Open Level! Es werden keine Kenntnisse vorausgesetzt.",,14:00 - 15:30
Seductive Chairdance,Chairdance,"Sonntag, 24. März 2024",,Einzelticket,Da Becca Flow and Fit,https://www.eversports.de/e/workshop/vyTj8JR,Workshop,,"Teasen, Fühlen , stark und weiblich sein . Anmutig und atemberaubend -das seid Ihr !!! Heute lassen wir alles andere aussen vor und sind einfach nur noch sinnlich und sexy ! Zieht euch an was euch sexy fühlen lässt . Ob lack, leder, dessous oder transparent -alles ist erlaub und vor allem Heels sind erwünscht ! Wir stoßen zuerst mit einem Glas sekt an (oder Selters ) und sind komplett unter uns in unserem Secret Room Da Becca .Dann gibt es ein lockeres Warm up circa 10-15 min und danach machen wir eine kleine einfache aber umso heissere Choreo . Dieser Workshop ist für 90 min angesetzt, an dem Tag bieten wir 2 seductive workshops an-beide aber absolut machbar .Filmen dürft ihr euch jederzeit. Gerne machen wir auch ein paar schöne Fotos von euch für private zwecke . Und keine Sorge von diesem Workshop wird es keine öffentlichen Videos geben ! Dieser Workshop findet mit Schuhen (Pleaser oder Hells mit Riemchen oder geschlossene Heels, kleines oder garkein plateau, bitte keine heels die den boden zerkratzem) oder auf socken statt Am besten auch knieschoner mitbringen Open Level! Es werden keine Kenntnisse vorausgesetzt.",,16:00 - 17:30
Rock the Pole mit Emmy,Poledance,"Sonntag, 7. April 2024",,Einzelticket,Da Becca Flow and Fit,https://www.eversports.de/e/workshop/GMeuKSV,Workshop,,"Emmy bringt uns eine ihrer coolen Rockigen choreos mit und zeigt uns wie wir richtig cool und bestimmt auch ein wenig sexy an der Stange rocken Willkommen sind alle, die Spaß an der Bewegung haben und etwas Besonderes ausprobieren möchten. Alter, Figur und Sportlichkeit spielen dabei keine Rolle. Dieser Workshop findet mit Schuhen (Pleaser) oder auf socken statt Am besten auch knieschoner mitbringen Open Level! Es werden Beginner Kenntnisse vorausgesetzt.",,12:00 - 13:30
Rock the Chair mit Emmy,Chairdance,"Sonntag, 7. April 2024",,Einzelticket,Da Becca Flow and Fit,https://www.eversports.de/e/workshop/461op6s,Workshop,,"Emmy bringt uns eine ihrer coolen Rockigen choreos mit und zeigt uns wie wir richtig cool und bestimmt auch ein wenig sexy rocken Willkommen sind alle, die Spaß an der Bewegung haben und etwas Besonderes ausprobieren möchten. Alter, Figur und Sportlichkeit spielen dabei keine Rolle. Dieser Workshop findet auf socken statt Am besten auch knieschoner mitbringen Open Level! Es werden keine Kenntnisse vorausgesetzt.",,14:00 - 15:30
Rock the Floor mit Emmy,Floorwork,"Sonntag, 7. April 2024",,Einzelticket,Da Becca Flow and Fit,https://www.eversports.de/e/workshop/NrFmto0,Workshop,,"Emmy bringt uns eine ihrer coolen Rockigen choreos mit und zeigt uns wie wir richtig cool und bestimmt auch ein wenig sexy auf dem Boden rocken ! Willkommen sind alle, die Spaß an der Bewegung haben und etwas Besonderes ausprobieren möchten. Alter, Figur und Sportlichkeit spielen dabei keine Rolle. Dieser Workshop findet mit Schuhen (Pleaser) oder auf socken statt Am besten auch knieschoner mitbringen Open Level! Es werden leichte Kenntnisse vorausgesetzt.",,16:00 - 17:30
Get your Shoulderstand - Floorworktechnik mit Becca,Floorwork,"Sonntag, 28. April 2024",,Einzelticket,Da Becca Flow and Fit,https://www.eversports.de/e/workshop/km4K7Yv,Workshop,,"Balance, Kraft; und ein ganz neues Körpergefühl – nur um mal ein paar der Benefits dieses Workshops zu nennen. Wir besprechnun die Technik der verschiedenen Schulterstände genau und analysieren die Fehlerpunkte die dabei bei jedem einzelnen eventuell sind oder entstehen können . Dabei erlernt ihr individuell eurem Level entsprechend auch schöne Shapes die ihr mit einem Solchen Schulter stand machen könnt ! Für alle Level ab Beginner - intermediate",,13:30 - 15:00
"""Fummeln für Fortgeschrittene"" Pole choreo mit Jannah",Poledance,"Sonntag, 26. Mai 2024",,Einzelticket,Da Becca Flow and Fit,https://www.eversports.de/e/workshop/B2Sz3mv,Workshop,,"Flirtmodus on! Du hast Lust darauf dich sexy an der Pole bewegen zu können? Heute dreht sich alles um Bodywaves, Hairsplashes und Fummeleien. Jannah zeigt euch in einer Poleflowchoreo die verschiedenen Arten zu Teasen und wir packen die ditrty moves aus. Die Choreo ist langsam und Beginnergeeignet. Wenn ihr möchtet, könnt ihr gerne auf Heels tanzen. Bitte bringt eure Knieschoner mit!",,12:00 - 13:30
"""Fummeln für Fortgeschrittene""  Chairdance Choreo mit Jannah",Chairdance,"Sonntag, 26. Mai 2024",,Einzelticket,Da Becca Flow and Fit,https://www.eversports.de/e/workshop/HhyMbSA,Workshop,,Weil sitzen auch ultra sexy sein kann. Jannah zeigt euch in einer Choreo verschiedene Posen und „Teasereien“. Mit gekonnten Berührungen setzen wir unsere Körperformen sinnlich in Szene. Warum wir manchmal nicht in den Spiegel schauen sollten und welche Posen ziehen immer? So viel steht fest: es wird lustig und das ist auch gut so. Lachen ist sexy. Bringt gerne Knieschoner und High Heels mit.,,14:00 - 15:30
"""Fummeln für Fortgeschrittene"" Pole choreo mit Jannah",Poledance,"Sonntag, 26. Mai 2024",,Einzelticket,Da Becca Flow and Fit,https://www.eversports.de/e/workshop/jJdILMv,Workshop,,"Flirtmodus on! Du hast Lust darauf dich sexy an der Pole bewegen zu können? Heute dreht sich alles um Bodywaves, Hairsplashes und Fummeleien. Jannah zeigt euch in einer Poleflowchoreo die verschiedenen Arten zu Teasen und wir packen die ditrty moves aus. Die Choreo ist langsam und Beginnergeeignet. Wenn ihr möchtet, könnt ihr gerne auf Heels tanzen. Bitte bringt eure Knieschoner mit!",,16:00 - 17:30
EASTER SPECIAL - Power Pole | Corinna,Poledance,"Samstag, 6. April 2024",,"Hummelsbütteler Steindamm 84, 22851 Norderstedt",CSS AERIAL DANCE STUDIO,https://www.eversports.de/e/workshop/1nKl3tW,Workshop,,"🌟 Du wirst die Grundlagen lernen, wie man kraftvolle Drehungen an einer statischen Stange erzeugt, und verstehen, woher die Dynamik kommt und wie man sie auf grundlegende Bewegungen anwendet. Da Rotationen die Dynamik unterstützen und umgekehrt, wirst du auch hier von Corinna gezeigt bekommen, wie du besser an deiner Bewegungsroutine/Technik arbeiten kannst. Inverts oder Ein-Hand-Drehungen sind für diesen Workshop nicht erforderlich! Für diejenigen, die das können, wird Corinna die Bewegungen anpassen und eine vollständige Aufschlüsselung aller Bewegungen während des Unterrichts durchführen. 💪🤸‍♂️✨🎯 Ab Level 1.3",,12:30 - 13:30
EASTER SPECIAL - 5 Shapes to try | Chrissi,Poledance,"Samstag, 6. April 2024",,"Hummelsbütteler Steindamm 84, 22851 Norderstedt",CSS AERIAL DANCE STUDIO,https://www.eversports.de/e/workshop/T4W36_s,Workshop,,"Entdecke die Vielfalt des Pole Dance miit ""5 Shapes to Try""! 💃🏻🌟 Egal, ob du Anfänger:in oder erfahrene:r Pole-Tänzer:in bist, diese Serie bietet dir eine Auswahl an fünf verschiedenen Figuren, die du ausprobieren kannst, um deine Pole Dance-Fähigkeiten zu erweitern. Von einfachen Grundformen bis hin zu fortgeschrittenen Variationen ist für jeden etwas dabei. 💪🏼💫 Erforsche neue Bewegungen, verbessere deine Flexibilität und stärke deine Muskeln, während du dich durch diese Serie von Shapes arbeitest. Ob du deine Pole Dance-Routine auffrischen möchtest oder einfach nur Spaß haben willst - ""5 Shapes to Try"" bietet eine unterhaltsame und herausfordernde Möglichkeit, deine Fähigkeiten zu erweitern. 🎉🤸‍♀️ (All Level)",,13:30 - 14:30
EASTER SPECIAL - Acro Pole Fusion | Corinna,Poledance,"Samstag, 6. April 2024",,"Hummelsbütteler Steindamm 84, 22851 Norderstedt",CSS AERIAL DANCE STUDIO,https://www.eversports.de/e/workshop/4UBPXcv,Workshop,,"Mit Corinnas tänzerischen Hintergrund wird sie dir die Tricks beibringen, um dich um die Stange zu drehen, das Gleichgewicht zu halten und dich, um die Stange zu biegen, wobei einzigartige, fließende Übergänge in deine Stangen- und Bodenbewegungen eingebaut werden. 💃🏻💫🤸‍♀️🎯 Corinna bietet für alle Levels etwas an! Ab Level 1.2",,14:30 - 15:30
EASTER SPECIAL - Floorwork Flow Choreo | Corinna,Poledance,"Sonntag, 7. April 2024",,"Hummelsbütteler Steindamm 84, 22851 Norderstedt",CSS AERIAL DANCE STUDIO,https://www.eversports.de/e/workshop/JIRXZ-d,Workshop,,"🐰🌷 **Floorwork Flow (Contemporary) - Easter Special** 🌷🐣 - Tauche ein in die Frühlingsatmosphäre und fließe mit Corinna durch eine Choreografie, die die Magie des Osterfestes einfängt. Lass dich von den frischen Farben und der lebendigen Energie inspirieren, während du alle deine Low-Flow-Zutaten zu einem zauberhaften Tanz vereinst. Genieße das Gefühl von Neubeginn und Wachstum, während du sanft über den Boden gleitest und dich von den sanften Bewegungen des Contemporary Dance tragen lässt. Erlebe die Freude des Tanzes und feiere das Osterfest auf eine ganz besondere Weise. 🌟🐰🌼 All Level",,10:30 - 12:00
EASTER SPECIAL - Strip Plastic | Corinna,Poledance,"Sonntag, 7. April 2024",,"Hummelsbütteler Steindamm 84, 22851 Norderstedt",CSS AERIAL DANCE STUDIO,https://www.eversports.de/e/workshop/MZYsjj7,Workshop,,"🔥💃 **Stangen-Explosion: Let's Get Wild!** 💃🔥 - Für diejenigen, die es gerne richtig krachen lassen und sich an der Stange austoben möchten, ist dieser Workshop genau das Richtige für euch. Dies ist eine Routineklasse, die eure sexy Seite auf die Probe stellt. 👠🔥 Kommt und zeigt eure wilde Seite (auch mit wenig Klamotten!) und bringt eure Stangenfähigkeiten auf das nächste Level. Bitte bringt High Heels (mit Plattformschutz!), eine Flasche Wasser, ein Handtuch und Knieschoner mit. 💦🧖‍♀️🎉 All Level",,12:00 - 13:30
